STT;Tinh_Thanh;Phuong_Xa;Dia_Chi_Cu_The;Ma_San_Pham;Ten_San_Pham;Nhom_Hang;So_Luong;Don_Gia ;Ty_Le_Giam_Gia; Tien_Giam ;Tong_Hang ;Tong_Thanh_Toan ;Tan_suat_mua_hang ;Thuong_Hieu;Danh_Muc
2100;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP023;Apple Watch SE;Đồ điện tử;1;5.990.000;0;0;5.990.000;6.617.000;20;Apple;Đồng hồ thông minh
2101;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP017;Màn hình Dell 24 inch;Đồ điện tử;2;3.290.000;0;0;6.580.000;7.278.000;20;Dell;Màn hình
2102;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;0;0;690;787;20;Logitech;Phụ kiện
2103;Cần Thơ;Phường Xuân Khánh;24B Nguyễn Trãi (Di Động Việt);SP023;Apple Watch SE;Đồ điện tử;1;5.990.000;7;419;5.990.000;6.168.000;2;Apple;Đồng hồ thông minh
2104;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP021;Sạc nhanh Anker 20W;Đồ điện tử;2;350;1;70;700;718;1;Anker;Phụ kiện
2105;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1;1.190.000;0;0;1.190.000;1.331.000;20;JBL;Loa
2106;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP004;iPhone 14;Đồ điện tử;3;16.990.000;0;0;50.970.000;56.112.000;20;Apple;Điện thoại
2107;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;12;959;7.990.000;7.774.000;20;Xiaomi;Máy tính bảng
2108;Đồng Nai;Phường Tân Hiệp;282 Phạm Văn Thuận (Thế Giới Di Động);SP005;Xiaomi Redmi Note 13;Đồ điện tử;6;4.990.000;7;2.096.000;29.940.000;30.656.000;20;Xiaomi;Điện thoại
2109;Đồng Nai;Phường Trảng Dài;395 Phạm Văn Thuận (CellphoneS);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;5;400;7.990.000;8.379.000;3;Xiaomi;Máy tính bảng
2110;Cần Thơ;Phường Xuân Khánh;24B Nguyễn Trãi (Di Động Việt);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2;1.590.000;0;0;3.180.000;3.523.000;4;Samsung;Tai nghe
2111;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP005;Xiaomi Redmi Note 13;Đồ điện tử;1;4.990.000;3;150;4.990.000;5.346.000;20;Xiaomi;Điện thoại
2112;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP004;iPhone 14;Đồ điện tử;2;16.990.000;12;4.078.000;33.980.000;32.914.000;2;Apple;Điện thoại
2113;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP023;Apple Watch SE;Đồ điện tử;2;5.990.000;15;1.797.000;11.980.000;11.231.000;20;Apple;Đồng hồ thông minh
2114;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP006;Xiaomi Pad 6;Đồ điện tử;4;7.990.000;0;0;31.960.000;35.186.000;1;Xiaomi;Máy tính bảng
2115;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2;1.590.000;5;159;3.180.000;3.341.000;20;Samsung;Tai nghe
2116;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2;1.590.000;12;382;3.180.000;3.123.000;20;Samsung;Tai nghe
2117;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1;1.190.000;1;119;1.190.000;1.213.000;3;Kingston;Linh kiện
2118;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;5;1.190.000;15;892;5.950.000;5.589.000;20;Kingston;Linh kiện
2119;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP006;Xiaomi Pad 6;Đồ điện tử;4;7.990.000;0;0;31.960.000;35.191.000;20;Xiaomi;Máy tính bảng
2120;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP015;Smart TV Samsung 43 inch;Đồ điện tử;5;7.990.000;15;5.992.000;39.950.000;37.372.000;3;Samsung;Tivi
2121;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP007;MacBook Air M2;Đồ điện tử;1;23.990.000;0;0;23.990.000;26.429.000;20;Apple;Laptop
2122;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP011;Tai nghe AirPods 3;Đồ điện tử;1;3.990.000;7;279;3.990.000;4.112.000;20;Apple;Tai nghe
2123;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP006;Xiaomi Pad 6;Đồ điện tử;6;7.990.000;1;4.794.000;47.940.000;47.506.000;20;Xiaomi;Máy tính bảng
2124;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;5;1.190.000;2;1.190.000;5.950.000;5.271.000;20;Kingston;Linh kiện
2125;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP008;Laptop Dell Inspiron 15;Đồ điện tử;1;13.990.000;0;0;13.990.000;15.414.000;11;Dell;Laptop
2126;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP007;MacBook Air M2;Đồ điện tử;3;23.990.000;7;5.038.000;71.970.000;73.655.000;20;Apple;Laptop
2127;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP006;Xiaomi Pad 6;Đồ điện tử;2;7.990.000;5;799;15.980.000;16.724.000;20;Xiaomi;Máy tính bảng
2128;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP024;Samsung Galaxy Watch6;Đồ điện tử;2;5.490.000;12;1.318.000;10.980.000;10.673.000;20;Samsung;Đồng hồ thông minh
2129;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP005;Xiaomi Redmi Note 13;Đồ điện tử;1;4.990.000;7;349;4.990.000;5.140.000;20;Xiaomi;Điện thoại
2130;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP008;Laptop Dell Inspiron 15;Đồ điện tử;4;13.990.000;0;0;55.960.000;61.586.000;20;Dell;Laptop
2131;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP018;Chuột Logitech M331;Đồ điện tử;1;390;0;0;390;447;20;Logitech;Phụ kiện
2132;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP007;MacBook Air M2;Đồ điện tử;1;23.990.000;1;2.399.000;23.990.000;23.795.000;19;Apple;Laptop
2133;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2;1.590.000;0;0;3.180.000;3.538.000;20;Samsung;Tai nghe
2134;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;0;0;350;413;3;Anker;Phụ kiện
2135;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP011;Tai nghe AirPods 3;Đồ điện tử;1;3.990.000;0;0;3.990.000;4.411.000;20;Apple;Tai nghe
2136;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;4;1.590.000;0;0;6.360.000;7.014.000;20;Samsung;Tai nghe
2137;Tây Ninh;Phường 1;464 Đường 30 Tháng 4, TP. Tây Ninh (FPT Shop);SP018;Chuột Logitech M331;Đồ điện tử;2;390;5;39;780;833;20;Logitech;Phụ kiện
2138;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP025;Máy in Canon LBP 2900;Đồ điện tử;1;4.290.000;5;214;4.290.000;4.512.000;20;Canon;Máy in
2139;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP004;iPhone 14;Đồ điện tử;1;16.990.000;2;3.398.000;16.990.000;14.986.000;20;Apple;Điện thoại
2140;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;12;959;7.990.000;7.756.000;3;Xiaomi;Máy tính bảng
2141;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP001;Samsung Galaxy A15;Đồ điện tử;1;4.590.000;1;459;4.590.000;4.572.000;20;Samsung;Điện thoại
2142;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP024;Samsung Galaxy Watch6;Đồ điện tử;1;5.490.000;5;274;5.490.000;5.763.000;20;Samsung;Đồng hồ thông minh
2143;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP011;Tai nghe AirPods 3;Đồ điện tử;1;3.990.000;5;200;3.990.000;4.194.000;2;Apple;Tai nghe
2144;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP009;Laptop HP Pavilion 14;Đồ điện tử;1;15.990.000;2;3.198.000;15.990.000;14.093.000;20;HP;Laptop
2145;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;3;570;18.990.000;20.280.000;20;Samsung;Điện thoại
2146;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;10;1.590.000;0;0;15.900.000;17.508.000;20;Samsung;Tai nghe
2147;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP025;Máy in Canon LBP 2900;Đồ điện tử;1;4.290.000;3;129;4.290.000;4.595.000;7;Canon;Máy in
2148;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;7;1.329.000;18.990.000;19.445.000;20;Samsung;Điện thoại
2149;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP021;Sạc nhanh Anker 20W;Đồ điện tử;2;350;7;49;700;744;20;Anker;Phụ kiện
2150;Cà Mau;Phường 5;12 Trần Hưng Đạo, TP. Cà Mau (Thế Giới Di Động);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;5;34;690;750;20;Logitech;Phụ kiện
2151;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP008;Laptop Dell Inspiron 15;Đồ điện tử;4;13.990.000;15;8.394.000;55.960.000;52.353.000;14;Dell;Laptop
2152;Cà Mau;Phường 6;84 Phan Ngọc Hiển, TP. Cà Mau (FPT Shop);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990;7;69;990;1.035.000;20;Xiaomi;Tai nghe
2153;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP025;Máy in Canon LBP 2900;Đồ điện tử;1;4.290.000;15;644;4.290.000;4.036.000;2;Canon;Máy in
2154;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP022;Cáp sạc Type-C Anker;Đồ điện tử;4;190;2;152;760;694;20;Anker;Phụ kiện
2155;Cà Mau;Phường 6;84 Phan Ngọc Hiển, TP. Cà Mau (FPT Shop);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;0;0;7.990.000;8.811.000;6;Xiaomi;Máy tính bảng
2156;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP025;Máy in Canon LBP 2900;Đồ điện tử;1;4.290.000;0;0;4.290.000;4.737.000;20;Canon;Máy in
2157;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP003;iPhone 15;Đồ điện tử;1;19.990.000;2;3.998.000;19.990.000;17.631.000;2;Apple;Điện thoại
2158;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990;0;0;990;1.129.000;20;Xiaomi;Tai nghe
2159;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP025;Máy in Canon LBP 2900;Đồ điện tử;1;4.290.000;0;0;4.290.000;4.764.000;9;Canon;Máy in
2160;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP016;Smart TV LG 55 inch;Đồ điện tử;1;11.990.000;2;2.398.000;11.990.000;10.596.000;20;LG;Tivi
2161;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP001;Samsung Galaxy A15;Đồ điện tử;4;4.590.000;2;3.672.000;18.360.000;16.202.000;20;Samsung;Điện thoại
2162;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP019;Bàn phím Logitech K380;Đồ điện tử;4;690;0;0;2.760.000;3.054.000;20;Logitech;Phụ kiện
2163;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP025;Máy in Canon LBP 2900;Đồ điện tử;1;4.290.000;5;214;4.290.000;4.509.000;20;Canon;Máy in
2164;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP017;Màn hình Dell 24 inch;Đồ điện tử;1;3.290.000;3;99;3.290.000;3.535.000;20;Dell;Màn hình
2165;Tây Ninh;Phường 1;464 Đường 30 Tháng 4, TP. Tây Ninh (FPT Shop);SP017;Màn hình Dell 24 inch;Đồ điện tử;1;3.290.000;7;230;3.290.000;3.388.000;20;Dell;Màn hình
2166;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP007;MacBook Air M2;Đồ điện tử;2;23.990.000;7;3.359.000;47.980.000;49.101.000;3;Apple;Laptop
2167;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP002;Samsung Galaxy S24;Đồ điện tử;2;18.990.000;12;4.558.000;37.980.000;36.789.000;20;Samsung;Điện thoại
2168;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP021;Sạc nhanh Anker 20W;Đồ điện tử;2;350;2;140;700;634;20;Anker;Phụ kiện
2169;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP015;Smart TV Samsung 43 inch;Đồ điện tử;4;7.990.000;0;0;31.960.000;35.196.000;20;Samsung;Tivi
2170;Đồng Tháp;Phường 2;89 Hùng Vương, TP. Sa Đéc (FPT Shop);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;7;1.329.000;18.990.000;19.467.000;20;Samsung;Điện thoại
2171;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP009;Laptop HP Pavilion 14;Đồ điện tử;4;15.990.000;0;0;63.960.000;70.374.000;2;HP;Laptop
2172;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP004;iPhone 14;Đồ điện tử;3;16.990.000;12;6.116.000;50.970.000;49.364.000;20;Apple;Điện thoại
2173;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP003;iPhone 15;Đồ điện tử;2;19.990.000;5;1.999.000;39.980.000;41.804.000;12;Apple;Điện thoại
2174;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;3;1.190.000;5;178;3.570.000;3.771.000;20;JBL;Loa
2175;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP023;Apple Watch SE;Đồ điện tử;3;5.990.000;7;1.258.000;17.970.000;18.405.000;20;Apple;Đồng hồ thông minh
2176;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP003;iPhone 15;Đồ điện tử;1;19.990.000;12;2.399.000;19.990.000;19.372.000;20;Apple;Điện thoại
2177;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP003;iPhone 15;Đồ điện tử;1;19.990.000;1;1.999.000;19.990.000;19.835.000;1;Apple;Điện thoại
2178;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP001;Samsung Galaxy A15;Đồ điện tử;1;4.590.000;12;551;4.590.000;4.471.000;20;Samsung;Điện thoại
2179;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP025;Máy in Canon LBP 2900;Đồ điện tử;3;4.290.000;5;644;12.870.000;13.467.000;20;Canon;Máy in
2180;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP002;Samsung Galaxy S24;Đồ điện tử;6;18.990.000;12;13.673.000;113.940.000;110.322.000;20;Samsung;Điện thoại
2181;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP004;iPhone 14;Đồ điện tử;2;16.990.000;0;0;33.980.000;37.400.000;20;Apple;Điện thoại
2182;Cà Mau;Phường 5;12 Trần Hưng Đạo, TP. Cà Mau (Thế Giới Di Động);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;12;83;690;713;20;Logitech;Phụ kiện
2183;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP016;Smart TV LG 55 inch;Đồ điện tử;2;11.990.000;1;2.398.000;23.980.000;23.762.000;20;LG;Tivi
2184;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP007;MacBook Air M2;Đồ điện tử;5;23.990.000;0;0;119.950.000;131.973.000;20;Apple;Laptop
2185;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP021;Sạc nhanh Anker 20W;Đồ điện tử;2;350;0;0;700;798;20;Anker;Phụ kiện
2186;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP017;Màn hình Dell 24 inch;Đồ điện tử;2;3.290.000;3;197;6.580.000;7.066.000;20;Dell;Màn hình
2187;Cần Thơ;Phường Xuân Khánh;24B Nguyễn Trãi (Di Động Việt);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;0;0;350;407;20;Anker;Phụ kiện
2188;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1;1.190.000;2;238;1.190.000;1.075.000;20;Kingston;Linh kiện
2189;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP018;Chuột Logitech M331;Đồ điện tử;2;390;1;78;780;807;20;Logitech;Phụ kiện
2190;Cà Mau;Phường 7;20 Nguyễn Trãi, TP. Cà Mau (CellphoneS);SP018;Chuột Logitech M331;Đồ điện tử;3;390;12;140;1.170.000;1.158.000;20;Logitech;Phụ kiện
2191;Cần Thơ;Phường Tân An;209 Đại lộ Hòa Bình (Phong Vũ);SP017;Màn hình Dell 24 inch;Đồ điện tử;2;3.290.000;2;1.316.000;6.580.000;5.835.000;20;Dell;Màn hình
2192;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP008;Laptop Dell Inspiron 15;Đồ điện tử;8;13.990.000;2;22.384.000;111.920.000;98.512.000;20;Dell;Laptop
2193;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP003;iPhone 15;Đồ điện tử;1;19.990.000;0;0;19.990.000;22.034.000;20;Apple;Điện thoại
2194;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP023;Apple Watch SE;Đồ điện tử;1;5.990.000;0;0;5.990.000;6.634.000;2;Apple;Đồng hồ thông minh
2195;Đồng Tháp;Phường 2;89 Hùng Vương, TP. Sa Đéc (FPT Shop);SP010;Laptop Asus Vivobook 15;Đồ điện tử;3;12.990.000;12;4.676.000;38.970.000;37.751.000;20;Asus;Laptop
2196;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP004;iPhone 14;Đồ điện tử;1;16.990.000;7;1.189.000;16.990.000;17.399.000;20;Apple;Điện thoại
2197;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP008;Laptop Dell Inspiron 15;Đồ điện tử;1;13.990.000;1;1.399.000;13.990.000;13.878.000;20;Dell;Laptop
2198;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP007;MacBook Air M2;Đồ điện tử;1;23.990.000;12;2.879.000;23.990.000;23.250.000;20;Apple;Laptop
2199;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1;1.190.000;0;0;1.190.000;1.344.000;20;JBL;Loa
2200;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP003;iPhone 15;Đồ điện tử;6;19.990.000;0;0;119.940.000;131.964.000;20;Apple;Điện thoại
2201;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;12;83;690;690;20;Logitech;Phụ kiện
2202;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP017;Màn hình Dell 24 inch;Đồ điện tử;2;3.290.000;7;461;6.580.000;6.749.000;20;Dell;Màn hình
2203;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1;1.190.000;15;178;1.190.000;1.148.000;6;Kingston;Linh kiện
2204;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1;1.590.000;5;80;1.590.000;1.701.000;20;Samsung;Tai nghe
2205;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP003;iPhone 15;Đồ điện tử;3;19.990.000;0;0;59.970.000;65.992.000;10;Apple;Điện thoại
2206;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;2;990;12;238;1.980.000;1.938.000;20;Xiaomi;Tai nghe
2207;Cà Mau;Phường 5;12 Trần Hưng Đạo, TP. Cà Mau (Thế Giới Di Động);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;5;1.190.000;2;1.190.000;5.950.000;5.281.000;20;JBL;Loa
2208;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP025;Máy in Canon LBP 2900;Đồ điện tử;3;4.290.000;5;644;12.870.000;13.471.000;9;Canon;Máy in
2209;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP010;Laptop Asus Vivobook 15;Đồ điện tử;1;12.990.000;3;390;12.990.000;13.900.000;2;Asus;Laptop
2210;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP008;Laptop Dell Inspiron 15;Đồ điện tử;1;13.990.000;15;2.098.000;13.990.000;13.121.000;20;Dell;Laptop
2211;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;2;1.190.000;7;167;2.380.000;2.474.000;20;Kingston;Linh kiện
2212;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP004;iPhone 14;Đồ điện tử;1;16.990.000;3;510;16.990.000;18.153.000;20;Apple;Điện thoại
2213;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP017;Màn hình Dell 24 inch;Đồ điện tử;2;3.290.000;0;0;6.580.000;7.266.000;1;Dell;Màn hình
2214;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP025;Máy in Canon LBP 2900;Đồ điện tử;1;4.290.000;3;129;4.290.000;4.607.000;3;Canon;Máy in
2215;Cà Mau;Phường 6;84 Phan Ngọc Hiển, TP. Cà Mau (FPT Shop);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;1;1.899.000;18.990.000;18.828.000;20;Samsung;Điện thoại
