STT;Ma_ky_bao_cao;Nam_bao_cao;Tuan_bao_cao;Loai_luong_(XNK);Ten_nuoc_doi_tac;Mo_hang_hoa;Don_vi_so_luong;So_luong;So_luong_thay_the;Trong_luong_tinh_kg;Gia_tri_CIF_(USD);Gia_tri_FOB_(USD);Gia_tri_chinh_(USD)
3670;20180101;2018;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;133170;133170;678297;33707577,28;33702053,42;33707577,28
3671;20180101;2018;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;194;194;17;4123,335;4123,335;4123,335
3672;20180101;2018;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;132976;132976;678280;33703453,94;33697930,08;33703453,94
3677;20180101;2018;52;Nhập khẩu;Hàn Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;380,135;0;11,765;2103,802;1793,013;2103,802
3680;20180101;2018;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;139484,116;0;484,437;148711,24;145746,427;148711,24
3683;20180101;2018;52;Nhập khẩu (hàng nước ngoài);Trung Quốc;Máy in, máy photocopy, máy fax và phụ tùng;kg;1012;1012;1012;46190,722;0;46190,722
3684;20180101;2018;52;Nhập khẩu (hàng nước ngoài);Nhật Bản;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;1200;1200;6560;53959,983;0;53959,983
3688;20180101;2018;52;Nhập khẩu (hàng nước ngoài);Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;648539;648539;105935,5;96783918,2;0;96783918,2
3691;20180101;2018;52;Nhập khẩu (hàng nước ngoài);Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;648535;648535;105926,9;96781322,21;0;96781322,21
3705;20180101;2018;52;Nhập khẩu (hàng nước ngoài);Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;10975;10975;5495,4;993906,027;0;993906,027
3707;20180101;2018;52;Nhập khẩu (hàng nước ngoài);Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;10950;10950;5468,4;992756,035;0;992756,035
3708;20180101;2018;52;Nhập khẩu (hàng nước ngoài);Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;192347;192347;324342,5;44600097,63;0;44600097,63
3720;20180101;2018;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;648540;648540;105936,5;96784012,39;0;96784012,39
3748;20180101;2018;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;222281;222281;55076,804;49631969,04;0;49631969,04
3751;20180101;2018;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;221971;221971;54808,472;49539137,43;0;49539137,43
3770;20180101;2018;52;Nhập khẩu;Thái Lan;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;2,306;0;2,306;230,351;0;230,351
3771;20180101;2018;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;1051;1051;321,067;95595,823;0;95595,823
3773;20180101;2018;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;1048;1048;319,907;95250,296;0;95250,296
3786;20180101;2018;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;274420;274420;159442;30352072;28897917;30352072
3788;20180101;2018;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;416;416;1038,41;218744,189;0;218744,189
3815;20180101;2018;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;3740,877;0;408;274277;261331;274277
3820;20180101;2018;52;Nhập khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;615,264;0;1445,739;139643,336;0;139643,336
3822;20180101;2018;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;27948;27948;1099;265311;248730;265311
3823;20180101;2018;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;22;22;1;151;122;151
3824;20180101;2018;52;Nhập khẩu;Hàn Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;132;132;6;883;817;883
3825;20180101;2018;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;27794;27794;1092;264277;247791;264277
3826;20180101;2018;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;62509;62509;104652;6091781;5861876;6091781
3829;20180101;2018;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;62497;62497;104641;6089660;5859930;6089660
3834;20180101;2018;52;Xuất khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;192;192;2389;0;169039;169039
3842;20180101;2018;52;Xuất khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;110,546;0;77;0;2849;2849
3848;20180101;2018;52;Xuất khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;418;418;16106;0;452425;452425
3856;20190101;2019;52;Nhập khẩu (hàng nước ngoài);Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;6999;6999;1517,999;862750,69;0;862750,69
3860;20190101;2019;52;Nhập khẩu (hàng nước ngoài);Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;280414;39708,294;41843363,24;0;41843363,24
3862;20190101;2019;52;Nhập khẩu (hàng nước ngoài);Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;38;38;31,43;48167,37;0;48167,37
3866;20190101;2019;52;Nhập khẩu (hàng nước ngoài);Thế giới;Mạch tích hợp điện tử;chiếc/đơn vị;1961;1961;782,243;208564,43;0;208564,43
3872;20190101;2019;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;26585;26585;10141,72;4783647,2;4633547,31;4783647,2
3874;20190101;2019;52;Nhập khẩu;Malaysia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;232;232;95,99;12490,53;11114,07;12490,53
3875;20190101;2019;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;25892;25892;9806,7;4742633,94;4596160,83;4742633,94
3876;20190101;2019;52;Nhập khẩu;Thái Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;456;456;235,26;28064,81;25841,9;28064,81
3913;20190101;2019;52;Nhập khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;343839;343839;51812,5;57024847,87;0;57024847,87
3917;20190101;2019;52;Nhập khẩu;Hồng Kông (Trung Quốc);Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;2280,53;2280,53;2280,53;910043,69;897003,76;910043,69
3918;20190101;2019;52;Nhập khẩu;Indonesia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;0,27;0,27;0,27;108,5;103,86;108,5
3920;20190101;2019;52;Nhập khẩu;Nhật Bản;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;179,6;179,6;179,6;264833,15;263987,47;264833,15
3921;20190101;2019;52;Nhập khẩu;Hàn Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;2198,48;2198,48;2198,48;1410144,94;1398585,67;1410144,94
3923;20190101;2019;52;Nhập khẩu;Vương quốc Anh;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;0,02;0,02;0,02;0,84;0,82;0,84
3927;20190101;2019;52;Nhập khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;84614;84614;15082;1646800;0;1646800
3929;20190101;2019;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;475444;475444;478962,02;37136663,44;36981291,14;37136663,44
3930;20190101;2019;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;4008;4008;7,8;25135,88;24829;25135,88
3932;20190101;2019;52;Nhập khẩu;Hàn Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;4000;4000;8,5;39202,8;38728,52;39202,8
3933;20190101;2019;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;459436;459436;478919,38;37056888,38;36902564,78;37056888,38
3936;20190101;2019;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;71;71;88;13300;0;13300
3938;20190101;2019;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;422963;422963;147080,64;6055847,35;5857842,89;6055847,35
3939;20190101;2019;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;314408;314408;19008,25;677760,6;646143,78;677760,6
3940;20190101;2019;52;Nhập khẩu;Hàn Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;16064;16064;1018,76;45945,63;44880,35;45945,63
3941;20190101;2019;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;92491;92491;127053,63;5332141,12;5166818,76;5332141,12
3944;20190101;2019;52;Nhập khẩu;Thế giới;Mạch tích hợp điện tử;chiếc/đơn vị;7746980;7746980;227244,82;6031642,44;5901996,75;6031642,44
3945;20190101;2019;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;2130113;2130113;25521,49;654739,52;639562,23;654739,52
3946;20190101;2019;52;Nhập khẩu;Hồng Kông (Trung Quốc);Mạch tích hợp điện tử;chiếc/đơn vị;437000;437000;2001,7;47834,23;46848,95;47834,23
3947;20190101;2019;52;Nhập khẩu;Nhật Bản;Mạch tích hợp điện tử;chiếc/đơn vị;930120;930120;2979,18;72336,5;70753,56;72336,5
3948;20190101;2019;52;Nhập khẩu;Hàn Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;1594982;1594982;130642,26;3522303,79;3448817,23;3522303,79
3950;20190101;2019;52;Nhập khẩu;Châu Á khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;1846593;1846593;42487,21;1150419,22;1124357,79;1150419,22
3951;20190101;2019;52;Nhập khẩu;Philippines;Mạch tích hợp điện tử;chiếc/đơn vị;162500;162500;1192,94;25081,66;24331,4;25081,66
3952;20190101;2019;52;Nhập khẩu;Singapore;Mạch tích hợp điện tử;chiếc/đơn vị;96892;96892;18979;470598,97;461124,04;470598,97
3954;20190101;2019;52;Nhập khẩu;Thái Lan;Mạch tích hợp điện tử;chiếc/đơn vị;251700;251700;1146,57;26122,29;25345,51;26122,29
3955;20190101;2019;52;Nhập khẩu;Vương quốc Anh;Mạch tích hợp điện tử;chiếc/đơn vị;52000;52000;208,65;4987,62;4893,7;4987,62
3956;20190101;2019;52;Nhập khẩu;Hoa Kỳ;Mạch tích hợp điện tử;chiếc/đơn vị;6080;6080;1052,46;24833,11;24247,04;24833,11
3957;20190101;2019;52;Nhập khẩu;Khu vực khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;233000;233000;985,96;21463,13;20983,7;21463,13
3970;20190101;2019;52;Nhập khẩu (hàng nước ngoài);Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;712;712;268;156865,044;154668,203;156865,044
3977;20190101;2019;52;Nhập khẩu;Thế giới;Máy in, máy photocopy, máy fax và phụ tùng;Cái;0;33553;135741,29;3093520,25;3035229,37;3093520,25
3978;20190101;2019;52;Nhập khẩu;Nhật Bản;Máy in, máy photocopy, máy fax và phụ tùng;kg;25394,28;18067;25394,28;955087,5;941004,68;955087,5
3979;20190101;2019;52;Nhập khẩu;Trung Quốc;Máy in, máy photocopy, máy fax và phụ tùng;Cái;0;15486;110347,01;2138432,75;2094224,69;2138432,75
3986;20190101;2019;52;Nhập khẩu;Vương quốc Anh;Máy in, máy photocopy, máy fax và phụ tùng;kg;8365;8365;8365;108070,629;0;108070,629
3989;20190101;2019;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;718944;718944;461386,877;0;112614200,5;112614200,5
3991;20190101;2019;52;Nhập khẩu;Malaysia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;163;163;43,719;0;12258,879;12258,879
3992;20190101;2019;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;718052;718052;461102,324;0;112536027;112536027
3993;20190101;2019;52;Nhập khẩu;Thái Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;629;629;232,763;0;65267,133;65267,133
3994;20190101;2019;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;68674;68674;46094,77;12429000,65;12086192,32;12429000,65
3995;20190101;2019;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3706;3706;2023,25;632865,69;618904,82;632865,69
3996;20190101;2019;52;Nhập khẩu;Nhật Bản;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;210;210;3,52;1117,9;1030,71;1117,9
3997;20190101;2019;52;Nhập khẩu;Hàn Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;610;610;176,05;91701,7;90619,47;91701,7
3998;20190101;2019;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;64098;64098;43756,82;11688390,76;11361539,53;11688390,76
4000;20190101;2019;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3331;3331;4922;550592,96;0;550592,96
4001;20190101;2019;52;Nhập khẩu;Áo;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;220;220;109;40768,905;0;40768,905
4002;20190101;2019;52;Nhập khẩu;Bỉ;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;645;645;1752;23698,815;0;23698,815
4003;20190101;2019;52;Nhập khẩu;Đức;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;196;196;148;44109,021;0;44109,021
4004;20190101;2019;52;Nhập khẩu;Hy Lạp;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1235;1235;2068;278258,692;0;278258,692
4006;20190101;2019;52;Nhập khẩu;Ý;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;195;195;236;43609,627;0;43609,627
4008;20190101;2019;52;Nhập khẩu;Ba Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;389;389;244;64269,53;0;64269,53
4011;20190101;2019;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;7958;7958;2605,496;7877431;7286627;7877431
4012;20190101;2019;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;578;578;20;798920;739001;798920
4013;20190101;2019;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;7380;7380;2585,496;7078511;6547626;7078511
4097;20190101;2019;52;Nhập khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;2350021;761446,46;301882596,6;297192662;301882596,6
4098;20190101;2019;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;2033;670,81;170029,82;165336,93;170029,82
4099;20190101;2019;52;Nhập khẩu;Hồng Kông (Trung Quốc);Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;2,24;755;2,24;1108,46;1005,16;1108,46
4100;20190101;2019;52;Nhập khẩu;Hàn Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;44,23;2694;44,23;18123,33;17664,92;18123,33
4101;20190101;2019;52;Nhập khẩu;Singapore;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;0,13;30;0,13;58,76;56,4;58,76
4102;20190101;2019;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;2344509;760729,05;301693276,3;297008598,6;301693276,3
4107;20190101;2019;52;Nhập khẩu;Bulgaria;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;377;377;138;71549,932;0;71549,932
4112;20190101;2019;52;Nhập khẩu;Ý;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;382;382;186;120801,814;0;120801,814
4113;20190101;2019;52;Nhập khẩu;Ba Lan;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;879;879;692;260517,892;0;260517,892
4114;20190101;2019;52;Nhập khẩu;Slovakia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1715;1715;206;27652,537;0;27652,537
4115;20190101;2019;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;9306;9306;3694;3943056,268;0;3943056,268
4116;20190101;2019;52;Nhập khẩu;Slovenia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1872;1872;775;482396,581;0;482396,581
4117;20190101;2019;52;Nhập khẩu;Vương quốc Anh;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;91;91;51;29116,007;0;29116,007
4126;20190101;2019;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;576;576;449,312;0;142233,149;142233,149
