Location_ID,Province,District,Address
2601,Tây Ninh,Xã Gò Dầu,453 3 Tháng 2
2602,Đồng Tháp,Xã Lai Vung,164 3 Tháng 2
2603,TP. Hồ Chí Minh,Phường Bến Thành,493 Võ Văn Kiệt
2604,Đồng Tháp,Phường Cao Lãnh,99 3 Tháng 2
2605,Đồng Nai,Xã Nhơn Trạch,171 Nguyễn Huệ
2606,An Giang,Xã Tịnh Biên,377 Lê Lợi
2607,TP. Hồ Chí Minh,Phường Bình Thạnh,228 Quang Trung
2608,Đồng Nai,Phường Trấn Biên,433 Lê Lợi
2609,Đồng Nai,Xã Nhơn Trạch,430 Võ Văn Kiệt
2610,Đồng Tháp,Xã Lai Vung,8 Nguyễn Huệ
2611,Đồng Nai,Xã Định Quán,312 Nguyễn Văn Cừ
2612,Cần Thơ,Phường Ô Môn,373 Quang Trung
2613,Cần Thơ,Phường Ô Môn,453 Quang Trung
2614,Đồng Tháp,Xã Lai Vung,387 Trần Hưng Đạo
2615,Cà Mau,Xã Đầm Dơi,526 Hai Bà Trưng
2616,TP. Hồ Chí Minh,Phường Chợ Lớn,552 Hai Bà Trưng
2617,TP. Hồ Chí Minh,Phường Bình Thạnh,315 Nam Kỳ Khởi Nghĩa
2618,Cà Mau,Xã Trần Văn Thời,446 Phạm Văn Đồng
2619,An Giang,Xã Tịnh Biên,10 Nguyễn Huệ
2620,An Giang,Xã Tịnh Biên,224 3 Tháng 2
2621,An Giang,Xã Chợ Mới,378 Võ Văn Kiệt
2622,Đồng Nai,Phường Long Khánh,220 Trần Hưng Đạo
2623,TP. Hồ Chí Minh,Phường Thủ Đức,137 3 Tháng 2
2624,Đồng Nai,Xã Nhơn Trạch,366 Võ Văn Kiệt
2625,TP. Hồ Chí Minh,Phường Tân Định,265 Lý Thường Kiệt
2626,TP. Hồ Chí Minh,Phường Bến Thành,535 3 Tháng 2
2627,Cần Thơ,Phường Ô Môn,456 Nguyễn Huệ
2628,TP. Hồ Chí Minh,Phường Tân Định,169 Phạm Văn Đồng
2629,Tây Ninh,Xã Châu Thành,363 Điện Biên Phủ
2630,An Giang,Phường Châu Đốc,70 Nguyễn Văn Cừ
2631,Đồng Nai,Phường Trấn Biên,148 Võ Văn Kiệt
2632,Đồng Nai,Xã Nhơn Trạch,125 Cách Mạng Tháng Tám
2633,TP. Hồ Chí Minh,Phường Chợ Lớn,481 Phạm Văn Đồng
2634,Đồng Tháp,Xã Tháp Mười,276 Nguyễn Văn Cừ
2635,TP. Hồ Chí Minh,Phường An Khánh,582 Nam Kỳ Khởi Nghĩa
2636,Đồng Tháp,Xã Lấp Vò,366 Cách Mạng Tháng Tám
2637,An Giang,Xã Phú Tân,166 Nguyễn Huệ
2638,TP. Hồ Chí Minh,Phường An Khánh,373 Cách Mạng Tháng Tám
2639,TP. Hồ Chí Minh,Phường Bình Thạnh,432 Pasteur
2640,TP. Hồ Chí Minh,Phường An Khánh,380 Hai Bà Trưng
2641,Cà Mau,Xã Ngọc Hiển,295 Nguyễn Trãi
2642,Cần Thơ,Phường Cái Răng,193 Nguyễn Văn Cừ
2643,Cà Mau,Xã Năm Căn,447 Nguyễn Văn Cừ
2644,Đồng Tháp,Phường Cao Lãnh,530 Lê Lợi
2645,TP. Hồ Chí Minh,Phường Chợ Lớn,415 Lê Lợi
2646,Tây Ninh,Phường Trảng Bàng,200 Điện Biên Phủ
2647,Cà Mau,Xã Ngọc Hiển,85 Võ Văn Kiệt
2648,An Giang,Phường Long Xuyên,287 Cách Mạng Tháng Tám
2649,Cần Thơ,Phường Bình Thủy,56 Quang Trung
2650,Tây Ninh,Xã Châu Thành,442 3 Tháng 2
2651,Đồng Nai,Phường Biên Hòa,548 Điện Biên Phủ
2652,Vĩnh Long,Xã Tam Bình,572 Hai Bà Trưng
2653,Cà Mau,Xã Ngọc Hiển,261 Nam Kỳ Khởi Nghĩa
2654,Đồng Nai,Xã Nhơn Trạch,83 Nguyễn Huệ
2655,Vĩnh Long,Xã Mang Thít,214 Cách Mạng Tháng Tám
2656,TP. Hồ Chí Minh,Phường Sài Gòn,489 Quang Trung
2657,An Giang,Phường Long Xuyên,523 Nam Kỳ Khởi Nghĩa
2658,TP. Hồ Chí Minh,Phường Tân Bình,482 Phạm Văn Đồng
2659,Vĩnh Long,Xã Long Hồ,360 Phạm Văn Đồng
2660,Tây Ninh,Xã Gò Dầu,28 Nguyễn Văn Cừ
2661,Đồng Tháp,Phường Cao Lãnh,551 Võ Văn Kiệt
2662,Vĩnh Long,Xã Bình Minh,344 Điện Biên Phủ
2663,An Giang,Phường Long Xuyên,135 Nguyễn Huệ
2664,Cần Thơ,Xã Phong Điền,442 Quang Trung
2665,Tây Ninh,Xã Gò Dầu,402 3 Tháng 2
2666,Tây Ninh,Xã Gò Dầu,83 Hai Bà Trưng
2667,Cà Mau,Xã Ngọc Hiển,375 Phạm Văn Đồng
2668,TP. Hồ Chí Minh,Phường An Khánh,215 Hai Bà Trưng
2669,TP. Hồ Chí Minh,Phường Chợ Lớn,369 3 Tháng 2
2670,Cần Thơ,Xã Phong Điền,360 Pasteur
2671,TP. Hồ Chí Minh,Phường An Khánh,218 Lý Thường Kiệt
2672,An Giang,Xã Chợ Mới,331 Nguyễn Huệ
2673,Tây Ninh,Xã Gò Dầu,491 Lý Thường Kiệt
2674,Đồng Tháp,Phường Hồng Ngự,75 Trần Hưng Đạo
2675,Đồng Tháp,Xã Lấp Vò,157 Trần Hưng Đạo
2676,TP. Hồ Chí Minh,Phường Tân Bình,513 3 Tháng 2
2677,Cần Thơ,Phường Cái Răng,525 Hai Bà Trưng
2678,Tây Ninh,Xã Dương Minh Châu,399 Cách Mạng Tháng Tám
2679,Cần Thơ,Phường Thốt Nốt,411 Lê Lợi
2680,Cà Mau,Xã U Minh,47 Hai Bà Trưng
2681,Đồng Nai,Xã Long Thành,40 Nam Kỳ Khởi Nghĩa
2682,Đồng Nai,Xã Nhơn Trạch,591 Nguyễn Huệ
2683,Cà Mau,Xã U Minh,351 Võ Văn Kiệt
2684,An Giang,Xã Chợ Mới,104 Lý Thường Kiệt
2685,TP. Hồ Chí Minh,Phường Sài Gòn,283 Nam Kỳ Khởi Nghĩa
2686,TP. Hồ Chí Minh,Phường Sài Gòn,520 Nguyễn Trãi
2687,Vĩnh Long,Xã Tam Bình,572 Nguyễn Văn Cừ
2688,TP. Hồ Chí Minh,Phường Sài Gòn,82 3 Tháng 2
2689,TP. Hồ Chí Minh,Phường Bến Thành,513 Nguyễn Trãi
2690,Đồng Nai,Phường Biên Hòa,382 Lê Lợi
2691,Cần Thơ,Phường Thốt Nốt,275 Cách Mạng Tháng Tám
2692,Cà Mau,Xã U Minh,132 Lê Lợi
2693,Tây Ninh,Xã Gò Dầu,19 Pasteur
2694,TP. Hồ Chí Minh,Phường Bình Thạnh,71 3 Tháng 2
2695,Đồng Tháp,Xã Lai Vung,300 Điện Biên Phủ
2696,TP. Hồ Chí Minh,Phường Bến Thành,279 Nam Kỳ Khởi Nghĩa
2697,Tây Ninh,Xã Gò Dầu,234 3 Tháng 2
2698,Cần Thơ,Phường Thốt Nốt,103 Nguyễn Văn Cừ
2699,Đồng Nai,Phường Long Khánh,249 Quang Trung
2700,Đồng Tháp,Xã Lai Vung,385 Trần Hưng Đạo
2701,Đồng Nai,Phường Biên Hòa,182 Phạm Văn Đồng
2702,Cần Thơ,Phường Cái Răng,303 Nguyễn Huệ
2703,Cà Mau,Xã U Minh,279 Nguyễn Huệ
2704,Đồng Nai,Xã Định Quán,117 Võ Văn Kiệt
2705,Vĩnh Long,Phường Vĩnh Long,444 Nguyễn Huệ
2706,Cần Thơ,Phường Ninh Kiều,155 Phạm Văn Đồng
2707,TP. Hồ Chí Minh,Phường Bến Thành,322 Phạm Văn Đồng
2708,Cà Mau,Phường Cà Mau,577 Cách Mạng Tháng Tám
2709,TP. Hồ Chí Minh,Phường Chợ Lớn,193 Phạm Văn Đồng
2710,Tây Ninh,Xã Dương Minh Châu,63 Điện Biên Phủ
2711,Cần Thơ,Phường Ninh Kiều,153 Quang Trung
2712,TP. Hồ Chí Minh,Phường Tân Bình,189 Cách Mạng Tháng Tám
2713,Cà Mau,Xã Năm Căn,376 Điện Biên Phủ
2714,TP. Hồ Chí Minh,Phường Chợ Lớn,565 Quang Trung
2715,Đồng Nai,Xã Nhơn Trạch,363 3 Tháng 2
2716,An Giang,Phường Châu Đốc,317 Hai Bà Trưng
2717,TP. Hồ Chí Minh,Phường Tân Bình,429 Nam Kỳ Khởi Nghĩa
2718,Đồng Nai,Phường Biên Hòa,503 Quang Trung
2719,Đồng Tháp,Xã Tháp Mười,422 Quang Trung
2720,TP. Hồ Chí Minh,Phường Chợ Lớn,118 Hai Bà Trưng
2721,Cần Thơ,Phường Cái Răng,261 Lý Thường Kiệt
2722,Cần Thơ,Phường Bình Thủy,67 Nguyễn Huệ
2723,TP. Hồ Chí Minh,Phường Bến Thành,557 Võ Văn Kiệt
2724,TP. Hồ Chí Minh,Phường Bình Thạnh,203 Pasteur
2725,Đồng Nai,Phường Biên Hòa,315 Cách Mạng Tháng Tám
2726,Đồng Tháp,Phường Sa Đéc,192 Nam Kỳ Khởi Nghĩa
2727,TP. Hồ Chí Minh,Phường Tân Bình,325 Lý Thường Kiệt
2728,Tây Ninh,Xã Gò Dầu,13 Lê Lợi
2729,An Giang,Phường Châu Đốc,250 Nguyễn Trãi
2730,Tây Ninh,Xã Dương Minh Châu,536 Nguyễn Huệ
2731,TP. Hồ Chí Minh,Phường Bình Thạnh,85 Nam Kỳ Khởi Nghĩa
2732,TP. Hồ Chí Minh,Phường Tân Định,108 Pasteur
2733,Đồng Tháp,Xã Tháp Mười,11 Nam Kỳ Khởi Nghĩa
2734,Tây Ninh,Phường Tây Ninh,438 Lý Thường Kiệt
2735,TP. Hồ Chí Minh,Phường Tân Định,229 Nguyễn Văn Cừ
2736,An Giang,Phường Châu Đốc,409 Nam Kỳ Khởi Nghĩa
2737,An Giang,Xã Chợ Mới,242 Lê Lợi
2738,Cần Thơ,Xã Phong Điền,410 Võ Văn Kiệt
2739,Tây Ninh,Xã Châu Thành,374 3 Tháng 2
2740,TP. Hồ Chí Minh,Phường Tân Bình,99 Lý Thường Kiệt
2741,Đồng Tháp,Phường Cao Lãnh,296 Lý Thường Kiệt
2742,Cần Thơ,Xã Phong Điền,424 3 Tháng 2
2743,Vĩnh Long,Xã Tam Bình,35 Lê Lợi
2744,Cần Thơ,Xã Phong Điền,184 Nam Kỳ Khởi Nghĩa
2745,Đồng Nai,Xã Định Quán,210 Võ Văn Kiệt
2746,TP. Hồ Chí Minh,Phường Bến Thành,548 Nguyễn Trãi
2747,An Giang,Phường Châu Đốc,40 Điện Biên Phủ
2748,TP. Hồ Chí Minh,Phường Chợ Lớn,252 Võ Văn Kiệt
2749,Đồng Tháp,Phường Hồng Ngự,569 Quang Trung
2750,Tây Ninh,Phường Tây Ninh,208 Trần Hưng Đạo
2751,TP. Hồ Chí Minh,Phường An Khánh,4 3 Tháng 2
2752,TP. Hồ Chí Minh,Phường Sài Gòn,422 Nam Kỳ Khởi Nghĩa
2753,TP. Hồ Chí Minh,Phường Thủ Đức,209 Hai Bà Trưng
2754,Đồng Nai,Xã Nhơn Trạch,515 Nguyễn Văn Cừ
2755,Đồng Nai,Phường Trấn Biên,599 Võ Văn Kiệt
2756,An Giang,Phường Long Xuyên,330 Lê Lợi
2757,Đồng Nai,Phường Trấn Biên,409 Nguyễn Văn Cừ
2758,Cà Mau,Xã Đầm Dơi,480 Nguyễn Trãi
2759,Đồng Nai,Phường Trấn Biên,144 Cách Mạng Tháng Tám
2760,An Giang,Xã Tri Tôn,389 Phạm Văn Đồng
2761,Tây Ninh,Phường Trảng Bàng,149 Trần Hưng Đạo
2762,Cà Mau,Xã Ngọc Hiển,458 Phạm Văn Đồng
2763,An Giang,Phường Long Xuyên,44 Nguyễn Văn Cừ
2764,Đồng Nai,Xã Định Quán,309 Lý Thường Kiệt
2765,Vĩnh Long,Xã Mang Thít,522 Nam Kỳ Khởi Nghĩa
2766,TP. Hồ Chí Minh,Phường Sài Gòn,273 Nguyễn Huệ
2767,Đồng Tháp,Xã Lấp Vò,338 Cách Mạng Tháng Tám
2768,Vĩnh Long,Xã Bình Minh,86 Phạm Văn Đồng
2769,Đồng Tháp,Phường Hồng Ngự,417 Nam Kỳ Khởi Nghĩa
2770,An Giang,Phường Long Xuyên,263 Điện Biên Phủ
2771,TP. Hồ Chí Minh,Phường Tân Bình,569 Nam Kỳ Khởi Nghĩa
2772,Tây Ninh,Xã Châu Thành,242 Lý Thường Kiệt
2773,Vĩnh Long,Xã Tam Bình,351 Nguyễn Văn Cừ
2774,TP. Hồ Chí Minh,Phường Bến Thành,196 Trần Hưng Đạo
2775,Vĩnh Long,Xã Mang Thít,104 Quang Trung
2776,Vĩnh Long,Xã Trà Ôn,231 Nguyễn Văn Cừ
2777,Tây Ninh,Xã Dương Minh Châu,229 Nguyễn Văn Cừ
2778,Đồng Nai,Xã Nhơn Trạch,36 Lê Lợi
2779,Đồng Nai,Xã Định Quán,405 Pasteur
2780,TP. Hồ Chí Minh,Phường Tân Bình,568 Lê Lợi
2781,TP. Hồ Chí Minh,Phường An Khánh,292 Nam Kỳ Khởi Nghĩa
2782,TP. Hồ Chí Minh,Phường Tân Bình,59 Nam Kỳ Khởi Nghĩa
2783,An Giang,Phường Long Xuyên,94 Hai Bà Trưng
2784,An Giang,Xã Tịnh Biên,351 Võ Văn Kiệt
2785,TP. Hồ Chí Minh,Phường Bến Thành,495 Nam Kỳ Khởi Nghĩa
2786,TP. Hồ Chí Minh,Phường Bình Thạnh,71 Võ Văn Kiệt
2787,Cần Thơ,Phường Ô Môn,378 Nguyễn Văn Cừ
2788,TP. Hồ Chí Minh,Phường Sài Gòn,468 Trần Hưng Đạo
2789,TP. Hồ Chí Minh,Phường Tân Định,533 Cách Mạng Tháng Tám
2790,Cần Thơ,Phường Cái Răng,416 Lê Lợi
2791,Đồng Tháp,Phường Hồng Ngự,90 Phạm Văn Đồng
2792,Đồng Tháp,Phường Sa Đéc,458 Nguyễn Huệ
2793,Đồng Tháp,Xã Lai Vung,197 Phạm Văn Đồng
2794,Cần Thơ,Xã Phong Điền,584 Nguyễn Văn Cừ
2795,Vĩnh Long,Xã Mang Thít,24 Quang Trung
2796,Cần Thơ,Xã Phong Điền,321 Quang Trung
2797,Đồng Nai,Phường Long Khánh,440 Nguyễn Trãi
2798,Cà Mau,Xã Năm Căn,470 Nguyễn Huệ
2799,TP. Hồ Chí Minh,Phường Bình Thạnh,215 Võ Văn Kiệt
2800,Cần Thơ,Phường Ninh Kiều,577 Nguyễn Huệ
2801,Cà Mau,Xã Ngọc Hiển,304 3 Tháng 2
2802,Tây Ninh,Xã Gò Dầu,178 Hai Bà Trưng
2803,TP. Hồ Chí Minh,Phường Tân Bình,36 Nguyễn Huệ
2804,An Giang,Xã Chợ Mới,518 Lý Thường Kiệt
2805,TP. Hồ Chí Minh,Phường Bình Thạnh,324 Cách Mạng Tháng Tám
2806,Vĩnh Long,Xã Trà Ôn,412 Nguyễn Huệ
2807,An Giang,Xã Tịnh Biên,117 Hai Bà Trưng
2808,TP. Hồ Chí Minh,Phường Thủ Đức,218 Lê Lợi
2809,Vĩnh Long,Xã Tam Bình,211 Lê Lợi
2810,Đồng Nai,Xã Định Quán,183 Nguyễn Văn Cừ
2811,Cà Mau,Xã Năm Căn,572 Lý Thường Kiệt
2812,Cà Mau,Xã Trần Văn Thời,477 Lý Thường Kiệt
2813,Đồng Nai,Xã Long Thành,74 Cách Mạng Tháng Tám
2814,Vĩnh Long,Xã Tam Bình,226 Pasteur
2815,TP. Hồ Chí Minh,Phường Bình Thạnh,510 Trần Hưng Đạo
2816,Đồng Tháp,Phường Sa Đéc,518 Võ Văn Kiệt
2817,Vĩnh Long,Xã Tam Bình,46 Nguyễn Văn Cừ
2818,TP. Hồ Chí Minh,Phường Tân Định,486 Hai Bà Trưng
2819,An Giang,Xã Tri Tôn,301 Phạm Văn Đồng
2820,Đồng Nai,Xã Nhơn Trạch,419 Nguyễn Văn Cừ
2821,Vĩnh Long,Xã Bình Minh,368 Trần Hưng Đạo
2822,TP. Hồ Chí Minh,Phường Thủ Đức,357 Nguyễn Huệ
2823,An Giang,Xã Chợ Mới,531 Cách Mạng Tháng Tám
2824,Đồng Nai,Xã Long Thành,583 Võ Văn Kiệt
2825,Cà Mau,Xã Ngọc Hiển,214 Nguyễn Văn Cừ
2826,Đồng Tháp,Phường Cao Lãnh,222 Điện Biên Phủ
2827,TP. Hồ Chí Minh,Phường Bình Thạnh,195 Nam Kỳ Khởi Nghĩa
2828,An Giang,Xã Tịnh Biên,528 Lý Thường Kiệt
2829,Cần Thơ,Phường Cái Răng,130 Hai Bà Trưng
2830,An Giang,Xã Phú Tân,160 Nam Kỳ Khởi Nghĩa
2831,TP. Hồ Chí Minh,Phường Tân Bình,529 Hai Bà Trưng
2832,Đồng Tháp,Xã Lấp Vò,389 Hai Bà Trưng
2833,Đồng Tháp,Xã Lai Vung,542 Cách Mạng Tháng Tám
2834,Vĩnh Long,Xã Tam Bình,15 Nam Kỳ Khởi Nghĩa
2835,TP. Hồ Chí Minh,Phường Tân Định,229 Lê Lợi
2836,Đồng Tháp,Xã Lấp Vò,459 Điện Biên Phủ
2837,TP. Hồ Chí Minh,Phường Bến Thành,440 Nguyễn Trãi
2838,Tây Ninh,Xã Tân Biên,445 Võ Văn Kiệt
2839,Vĩnh Long,Xã Bình Minh,295 Lê Lợi
2840,Đồng Tháp,Xã Lai Vung,536 Lý Thường Kiệt
2841,TP. Hồ Chí Minh,Phường Tân Định,191 Hai Bà Trưng
2842,Cà Mau,Xã Ngọc Hiển,377 Trần Hưng Đạo
2843,Đồng Tháp,Xã Tháp Mười,24 Điện Biên Phủ
2844,Cà Mau,Xã Ngọc Hiển,373 Hai Bà Trưng
2845,Cà Mau,Xã Đầm Dơi,581 Lý Thường Kiệt
2846,TP. Hồ Chí Minh,Phường Chợ Lớn,427 Pasteur
2847,Vĩnh Long,Xã Bình Minh,102 Quang Trung
2848,TP. Hồ Chí Minh,Phường Tân Định,223 Võ Văn Kiệt
2849,TP. Hồ Chí Minh,Phường Tân Bình,197 Trần Hưng Đạo
2850,Cà Mau,Xã Ngọc Hiển,234 Lý Thường Kiệt
2851,TP. Hồ Chí Minh,Phường Tân Bình,270 Pasteur
2852,Cà Mau,Xã Ngọc Hiển,445 3 Tháng 2
2853,An Giang,Phường Long Xuyên,168 Nam Kỳ Khởi Nghĩa
2854,Cần Thơ,Phường Cái Răng,498 Nam Kỳ Khởi Nghĩa
2855,TP. Hồ Chí Minh,Phường Tân Bình,383 Lý Thường Kiệt
2856,TP. Hồ Chí Minh,Phường Tân Bình,390 Cách Mạng Tháng Tám
2857,Đồng Nai,Phường Trấn Biên,311 Nguyễn Văn Cừ
2858,Tây Ninh,Xã Dương Minh Châu,361 Nguyễn Huệ
2859,An Giang,Xã Chợ Mới,373 Lý Thường Kiệt
2860,TP. Hồ Chí Minh,Phường Thủ Đức,227 Nguyễn Trãi
2861,Tây Ninh,Xã Dương Minh Châu,472 3 Tháng 2
2862,Vĩnh Long,Xã Tam Bình,173 Phạm Văn Đồng
2863,An Giang,Xã Chợ Mới,569 Lê Lợi
2864,Đồng Tháp,Phường Cao Lãnh,533 Lý Thường Kiệt
2865,Tây Ninh,Phường Trảng Bàng,156 Lý Thường Kiệt
2866,TP. Hồ Chí Minh,Phường Chợ Lớn,105 Quang Trung
2867,Cần Thơ,Phường Bình Thủy,275 Hai Bà Trưng
2868,TP. Hồ Chí Minh,Phường Bến Thành,124 Quang Trung
2869,Đồng Nai,Xã Nhơn Trạch,160 Nguyễn Trãi
2870,Vĩnh Long,Phường Vĩnh Long,13 Nguyễn Văn Cừ
2871,Đồng Nai,Xã Long Thành,569 Điện Biên Phủ
2872,Cần Thơ,Phường Thốt Nốt,180 Nguyễn Trãi
2873,Đồng Nai,Phường Long Khánh,431 Nam Kỳ Khởi Nghĩa
2874,An Giang,Phường Châu Đốc,49 Lê Lợi
2875,TP. Hồ Chí Minh,Phường Thủ Đức,54 Nam Kỳ Khởi Nghĩa
2876,TP. Hồ Chí Minh,Phường An Khánh,262 Phạm Văn Đồng
2877,Đồng Tháp,Phường Cao Lãnh,400 Cách Mạng Tháng Tám
2878,Đồng Nai,Xã Nhơn Trạch,541 Quang Trung
2879,An Giang,Phường Long Xuyên,163 Cách Mạng Tháng Tám
2880,TP. Hồ Chí Minh,Phường Bình Thạnh,424 Nguyễn Huệ
2881,An Giang,Phường Long Xuyên,16 Quang Trung
2882,TP. Hồ Chí Minh,Phường Chợ Lớn,467 Nam Kỳ Khởi Nghĩa
2883,An Giang,Xã Tịnh Biên,221 3 Tháng 2
2884,Cà Mau,Xã Trần Văn Thời,297 Cách Mạng Tháng Tám
2885,TP. Hồ Chí Minh,Phường Tân Định,354 Trần Hưng Đạo
2886,TP. Hồ Chí Minh,Phường An Khánh,103 Nguyễn Huệ
2887,Đồng Nai,Xã Định Quán,102 Cách Mạng Tháng Tám
2888,Tây Ninh,Xã Tân Biên,44 Nguyễn Trãi
2889,Cần Thơ,Phường Ô Môn,363 Phạm Văn Đồng
2890,TP. Hồ Chí Minh,Phường Thủ Đức,43 Võ Văn Kiệt
2891,TP. Hồ Chí Minh,Phường Sài Gòn,20 Lý Thường Kiệt
2892,Cà Mau,Phường Cà Mau,40 Lê Lợi
2893,Tây Ninh,Xã Dương Minh Châu,410 Điện Biên Phủ
2894,Vĩnh Long,Xã Trà Ôn,43 Quang Trung
2895,Tây Ninh,Phường Tây Ninh,464 Nam Kỳ Khởi Nghĩa
2896,Tây Ninh,Phường Tây Ninh,57 Quang Trung
2897,Cần Thơ,Phường Cái Răng,485 Nguyễn Văn Cừ
2898,Đồng Nai,Xã Nhơn Trạch,507 3 Tháng 2
2899,Đồng Nai,Xã Định Quán,458 3 Tháng 2
2900,Tây Ninh,Xã Tân Biên,57 Phạm Văn Đồng
2901,Cà Mau,Xã U Minh,593 Hai Bà Trưng
2902,TP. Hồ Chí Minh,Phường Tân Bình,400 3 Tháng 2
2903,TP. Hồ Chí Minh,Phường Tân Định,143 Lý Thường Kiệt
2904,TP. Hồ Chí Minh,Phường Thủ Đức,350 Nam Kỳ Khởi Nghĩa
2905,Đồng Tháp,Phường Cao Lãnh,66 Nguyễn Huệ
2906,Đồng Tháp,Phường Cao Lãnh,134 Võ Văn Kiệt
2907,An Giang,Phường Long Xuyên,425 Pasteur
2908,TP. Hồ Chí Minh,Phường Bình Thạnh,443 Quang Trung
2909,An Giang,Phường Long Xuyên,271 Cách Mạng Tháng Tám
2910,Đồng Nai,Phường Biên Hòa,535 3 Tháng 2
2911,Đồng Nai,Phường Long Khánh,59 Lê Lợi
2912,An Giang,Xã Chợ Mới,13 Nam Kỳ Khởi Nghĩa
2913,Vĩnh Long,Xã Long Hồ,478 Pasteur
2914,TP. Hồ Chí Minh,Phường Sài Gòn,164 Trần Hưng Đạo
2915,Cần Thơ,Phường Ô Môn,436 Hai Bà Trưng
2916,An Giang,Xã Tịnh Biên,72 Điện Biên Phủ
2917,Vĩnh Long,Xã Long Hồ,104 Võ Văn Kiệt
2918,TP. Hồ Chí Minh,Phường Bình Thạnh,539 Điện Biên Phủ
2919,An Giang,Xã Tri Tôn,585 3 Tháng 2
2920,Đồng Nai,Phường Long Khánh,19 Pasteur
2921,Tây Ninh,Phường Tây Ninh,575 Phạm Văn Đồng
2922,Vĩnh Long,Xã Mang Thít,2 Pasteur
2923,Đồng Tháp,Phường Sa Đéc,261 Lý Thường Kiệt
2924,Đồng Nai,Xã Nhơn Trạch,117 Điện Biên Phủ
2925,Đồng Nai,Xã Long Thành,77 Lê Lợi
2926,TP. Hồ Chí Minh,Phường Chợ Lớn,386 Nam Kỳ Khởi Nghĩa
2927,TP. Hồ Chí Minh,Phường Tân Định,308 Võ Văn Kiệt
2928,TP. Hồ Chí Minh,Phường Tân Định,582 Lê Lợi
2929,TP. Hồ Chí Minh,Phường Thủ Đức,19 Cách Mạng Tháng Tám
2930,Cần Thơ,Phường Bình Thủy,579 Trần Hưng Đạo
2931,Cà Mau,Xã U Minh,480 Quang Trung
2932,TP. Hồ Chí Minh,Phường An Khánh,370 Lê Lợi
2933,Vĩnh Long,Phường Vĩnh Long,427 Cách Mạng Tháng Tám
2934,TP. Hồ Chí Minh,Phường Bình Thạnh,466 Lê Lợi
2935,TP. Hồ Chí Minh,Phường Chợ Lớn,442 Nguyễn Văn Cừ
2936,TP. Hồ Chí Minh,Phường Bình Thạnh,373 Trần Hưng Đạo
2937,An Giang,Xã Phú Tân,433 Nguyễn Trãi
2938,Cà Mau,Xã Đầm Dơi,503 Nguyễn Trãi
2939,An Giang,Xã Tri Tôn,34 Phạm Văn Đồng
2940,TP. Hồ Chí Minh,Phường Tân Định,392 Quang Trung
2941,Vĩnh Long,Xã Bình Minh,128 Điện Biên Phủ
2942,Cà Mau,Phường Cà Mau,343 Võ Văn Kiệt
2943,Đồng Tháp,Xã Tháp Mười,595 Điện Biên Phủ
2944,TP. Hồ Chí Minh,Phường Sài Gòn,590 Quang Trung
2945,Vĩnh Long,Xã Tam Bình,15 Quang Trung
2946,Tây Ninh,Xã Châu Thành,55 Nguyễn Văn Cừ
2947,TP. Hồ Chí Minh,Phường Chợ Lớn,219 Nguyễn Trãi
2948,Cà Mau,Xã Đầm Dơi,494 Nguyễn Huệ
2949,Đồng Tháp,Phường Cao Lãnh,44 Quang Trung
2950,Cà Mau,Xã Ngọc Hiển,221 Trần Hưng Đạo
2951,Đồng Nai,Phường Trấn Biên,527 Quang Trung
2952,TP. Hồ Chí Minh,Phường Tân Bình,148 Phạm Văn Đồng
2953,TP. Hồ Chí Minh,Phường Bình Thạnh,451 Võ Văn Kiệt
2954,An Giang,Xã Chợ Mới,20 Nguyễn Trãi
2955,Đồng Tháp,Xã Lấp Vò,369 Nguyễn Văn Cừ
2956,TP. Hồ Chí Minh,Phường An Khánh,568 Nguyễn Văn Cừ
2957,TP. Hồ Chí Minh,Phường Bến Thành,594 Nam Kỳ Khởi Nghĩa
2958,Đồng Tháp,Phường Cao Lãnh,366 Nguyễn Trãi
2959,Đồng Nai,Xã Long Thành,11 Võ Văn Kiệt
2960,Tây Ninh,Xã Châu Thành,74 Quang Trung
2961,TP. Hồ Chí Minh,Phường Chợ Lớn,275 Pasteur
2962,Đồng Nai,Phường Trấn Biên,267 3 Tháng 2
2963,TP. Hồ Chí Minh,Phường Bình Thạnh,439 Phạm Văn Đồng
2964,Đồng Nai,Phường Trấn Biên,205 Pasteur
2965,Đồng Tháp,Xã Lấp Vò,204 Trần Hưng Đạo
2966,TP. Hồ Chí Minh,Phường Bến Thành,308 Cách Mạng Tháng Tám
2967,An Giang,Phường Châu Đốc,130 Pasteur
2968,TP. Hồ Chí Minh,Phường Sài Gòn,390 Phạm Văn Đồng
2969,TP. Hồ Chí Minh,Phường Tân Bình,79 Hai Bà Trưng
2970,TP. Hồ Chí Minh,Phường Tân Bình,448 Pasteur
2971,Vĩnh Long,Xã Trà Ôn,357 Trần Hưng Đạo
2972,Đồng Nai,Phường Trấn Biên,19 Võ Văn Kiệt
2973,Đồng Nai,Phường Biên Hòa,268 Trần Hưng Đạo
2974,Tây Ninh,Xã Gò Dầu,12 Phạm Văn Đồng
2975,Cần Thơ,Phường Ô Môn,133 Hai Bà Trưng
2976,TP. Hồ Chí Minh,Phường Bến Thành,452 Lý Thường Kiệt
2977,TP. Hồ Chí Minh,Phường Bến Thành,229 Trần Hưng Đạo
2978,Vĩnh Long,Phường Vĩnh Long,298 Quang Trung
